accession,reference_length,covered_bases,reads_aligned,mean_coverage,RPKMF,sequence_name,taxid,kingdom,phylum,class,order,family,genus,species,associated_with_(not_categorized),grouped_association,subspecies,strain,sample_ID,total_filtered_reads_in_sample,description,solid_fluid,sample_type
KP849472.1,30004,3981,66,"0,326522400","2,67859e-01","Alphacoronavirus 1 strain 23/03, complete genome",693997,Viruses,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,Alphacoronavirus 1,Humans and other mammals,Human and other animals,unclassified Alphacoronavirus 1 subspecies/strain,unclassified Alphacoronavirus 1 strain,M2,8212182,Aquafin wastewater 8JAN2024 (Fluid),Fluid,wastewater
NC_002306.3,29355,1040,17,"0,079815100","7,05193e-02","Feline infectious peritonitis virus, complete genome",11135,Viruses,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,Alphacoronavirus 1,Humans and other mammals,Human and other animals,Feline infectious peritonitis virus,Feline infectious peritonitis virus,M2,8212182,Aquafin wastewater 8JAN2024 (Fluid),Fluid,wastewater
JQ404409.1,29462,2071,34,"0,172216160","1,51085e-01","Canine coronavirus strain 1-71, complete genome",11153,Viruses,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,Alphacoronavirus 1,Humans and other mammals,Human and other animals,Canine coronavirus,Canine coronavirus,M7,7638288,Aquiris BXL wastewater 8MAR2024 (Fluid),Fluid,wastewater
KP849472.1,30004,2208,29,"0,146814500","1,26539e-01","Alphacoronavirus 1 strain 23/03, complete genome",693997,Viruses,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,Alphacoronavirus 1,Humans and other mammals,Human and other animals,unclassified Alphacoronavirus 1 subspecies/strain,unclassified Alphacoronavirus 1 strain,M7,7638288,Aquiris BXL wastewater 8MAR2024 (Fluid),Fluid,wastewater
DQ811788.1,28571,1038,11,"0,059357516","4,24709e-02","TGEV Purdue P115, complete genome",398811,Viruses,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,Alphacoronavirus 1,Humans and other mammals,Human and other animals,TGEV Purdue P115,TGEV Purdue P115,M1,9065164,Aquafin wastewater 24OCT2023 (Fluid),Fluid,wastewater
FJ938056.1,29253,1152,16,"0,079235815","6,03356e-02","Feline coronavirus UU5, complete genome",454953,Viruses,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,Alphacoronavirus 1,Humans and other mammals,Human and other animals,Feline coronavirus UU5,Feline coronavirus UU5,M1,9065164,Aquafin wastewater 24OCT2023 (Fluid),Fluid,wastewater
FJ938060.1,29256,1206,13,"0,070466570","4,90177e-02","Feline coronavirus UU2, complete genome",502101,Viruses,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,Alphacoronavirus 1,Humans and other mammals,Human and other animals,Feline coronavirus UU2,Feline coronavirus UU2,M1,9065164,Aquafin wastewater 24OCT2023 (Fluid),Fluid,wastewater
HQ012371.1,29274,1069,15,"0,071178410","5,65241e-02","Feline coronavirus UU31, complete genome",871682,Viruses,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,Alphacoronavirus 1,Humans and other mammals,Human and other animals,Feline coronavirus UU31,Feline coronavirus UU31,M1,9065164,Aquafin wastewater 24OCT2023 (Fluid),Fluid,wastewater
HQ392470.1,29255,1315,25,"0,127606940","9,42680e-02","Feline coronavirus UU19, complete genome",906884,Viruses,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,Alphacoronavirus 1,Humans and other mammals,Human and other animals,Feline coronavirus UU19,Feline coronavirus UU19,M1,9065164,Aquafin wastewater 24OCT2023 (Fluid),Fluid,wastewater
HQ392471.1,29252,1184,22,"0,113085010","8,29643e-02","Feline coronavirus UU20, complete genome",906885,Viruses,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,Alphacoronavirus 1,Humans and other mammals,Human and other animals,Feline coronavirus UU20,Feline coronavirus UU20,M1,9065164,Aquafin wastewater 24OCT2023 (Fluid),Fluid,wastewater
JN183882.1,29243,1738,31,"0,152717140","1,16940e-01","Feline coronavirus UU47, complete genome",1052157,Viruses,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,Alphacoronavirus 1,Humans and other mammals,Human and other animals,Feline coronavirus UU47,Feline coronavirus UU47,M1,9065164,Aquafin wastewater 24OCT2023 (Fluid),Fluid,wastewater
JN183883.1,29222,1580,19,"0,097688496","7,17246e-02","Feline coronavirus UU54, complete genome",1052158,Viruses,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,Alphacoronavirus 1,Humans and other mammals,Human and other animals,Feline coronavirus UU54,Feline coronavirus UU54,M1,9065164,Aquafin wastewater 24OCT2023 (Fluid),Fluid,wastewater
JQ404409.1,29462,2651,35,"0,178834600","1,31048e-01","Canine coronavirus strain 1-71, complete genome",11153,Viruses,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,Alphacoronavirus 1,Humans and other mammals,Human and other animals,Canine coronavirus,Canine coronavirus,M1,9065164,Aquafin wastewater 24OCT2023 (Fluid),Fluid,wastewater
KP849472.1,30004,6218,91,"0,447913170","3,34570e-01","Alphacoronavirus 1 strain 23/03, complete genome",693997,Viruses,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,Alphacoronavirus 1,Humans and other mammals,Human and other animals,unclassified Alphacoronavirus 1 subspecies/strain,unclassified Alphacoronavirus 1 strain,M1,9065164,Aquafin wastewater 24OCT2023 (Fluid),Fluid,wastewater
M73236.1,7917,2377,34,"0,663576660","6,71031e-01","Human papillomavirus ORF E6, ORF E7, ORF E1, ORF E2, ORF E4, ORF E5, ORF L2, and ORF L1 genes, complete cds",10590,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 1,Humans,Human and other animals,human papillomavirus 42,human papillomavirus 42,M8,6399938,Aquiris BXL wastewater 8MAR2024 (Filtered),Filtered,wastewater
M73236.1,7917,1532,17,"0,323290850","2,81120e-01","Human papillomavirus ORF E6, ORF E7, ORF E1, ORF E2, ORF E4, ORF E5, ORF L2, and ORF L1 genes, complete cds",10590,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 1,Humans,Human and other animals,human papillomavirus 42,human papillomavirus 42,M7,7638288,Aquiris BXL wastewater 8MAR2024 (Fluid),Fluid,wastewater
M73236.1,7917,1001,12,"0,226985960","1,67203e-01","Human papillomavirus ORF E6, ORF E7, ORF E1, ORF E2, ORF E4, ORF E5, ORF L2, and ORF L1 genes, complete cds",10590,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 1,Humans,Human and other animals,human papillomavirus 42,human papillomavirus 42,M1,9065164,Aquafin wastewater 24OCT2023 (Fluid),Fluid,wastewater
HG793809.1,7996,2729,75,"1,428880900","1,46559e+00","Human papillomavirus type 6 complete genome, isolate 1",31552,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 10,Humans,Human and other animals,Human papillomavirus type 6,Human papillomavirus type 6,M8,6399938,Aquiris BXL wastewater 8MAR2024 (Filtered),Filtered,wastewater
HG793809.1,7996,1227,12,"0,243436140","2,03905e-01","Human papillomavirus type 6 complete genome, isolate 1",31552,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 10,Humans,Human and other animals,Human papillomavirus type 6,Human papillomavirus type 6,M3,7360040,Aquafin wastewater 18JAN2024 (Fluid),Fluid,wastewater
AF436130.1,7887,1394,11,"0,207703250","1,82593e-01","Human papillomavirus type 74 subtype AE10, complete genome",44028,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 10,Humans,Human and other animals,human papillomavirus 74,human papillomavirus 74,M7,7638288,Aquiris BXL wastewater 8MAR2024 (Fluid),Fluid,wastewater
HG793809.1,7996,1325,19,"0,348202900","3,11089e-01","Human papillomavirus type 6 complete genome, isolate 1",31552,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 10,Humans,Human and other animals,Human papillomavirus type 6,Human papillomavirus type 6,M7,7638288,Aquiris BXL wastewater 8MAR2024 (Fluid),Fluid,wastewater
HG793809.1,7996,1371,20,"0,379556450","2,75919e-01","Human papillomavirus type 6 complete genome, isolate 1",31552,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 10,Humans,Human and other animals,Human papillomavirus type 6,Human papillomavirus type 6,M1,9065164,Aquafin wastewater 24OCT2023 (Fluid),Fluid,wastewater
X94165.1,7700,1144,10,"0,264503300","1,76453e-01","Human papillomavirus type 73 E6, E7, E1, E2, E4, L2, and L1 genes",51033,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 11,Humans,Human and other animals,human papillomavirus 73,human papillomavirus 73,M3,7360040,Aquafin wastewater 18JAN2024 (Fluid),Fluid,wastewater
U31783.1,7959,1299,20,"0,378793700","3,92641e-01","Human papillomavirus type 28, complete genome",37111,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 2,Humans,Human and other animals,Human papillomavirus 28,Human papillomavirus 28,M8,6399938,Aquiris BXL wastewater 8MAR2024 (Filtered),Filtered,wastewater
KC138720.1,7830,1396,18,"0,338541660","3,04766e-01","Human Papillomavirus type XS2, complete genome",1288116,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 2,Humans,Human and other animals,Human papillomavirus type XS2,Human papillomavirus type XS2,M5,7543012,Aquiris BXL wastewater 28FEB2024 (Fluid),Fluid,wastewater
U31783.1,7959,1698,25,"0,465104370","4,26777e-01","Human papillomavirus type 28, complete genome",37111,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 2,Humans,Human and other animals,Human papillomavirus 28,Human papillomavirus 28,M3,7360040,Aquafin wastewater 18JAN2024 (Fluid),Fluid,wastewater
X74462.1,7820,1606,18,"0,360365060","3,12742e-01",Human papillomavirus type 3 genomic DNA,10614,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 2,Humans,Human and other animals,Human papillomavirus 3,Human papillomavirus 3,M3,7360040,Aquafin wastewater 18JAN2024 (Fluid),Fluid,wastewater
U31783.1,7959,1249,15,"0,281470100","2,29496e-01","Human papillomavirus type 28, complete genome",37111,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 2,Humans,Human and other animals,Human papillomavirus 28,Human papillomavirus 28,M2,8212182,Aquafin wastewater 8JAN2024 (Fluid),Fluid,wastewater
X74462.1,7820,1439,12,"0,234680580","1,86860e-01",Human papillomavirus type 3 genomic DNA,10614,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 2,Humans,Human and other animals,Human papillomavirus 3,Human papillomavirus 3,M2,8212182,Aquafin wastewater 8JAN2024 (Fluid),Fluid,wastewater
X74465.1,7919,2597,38,"0,698159340","5,84325e-01",Human papillomavirus type 10 genomic DNA,333759,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 2,Humans,Human and other animals,Human papillomavirus type 10,Human papillomavirus type 10,M2,8212182,Aquafin wastewater 8JAN2024 (Fluid),Fluid,wastewater
U31783.1,7959,1354,20,"0,349852740","3,28985e-01","Human papillomavirus type 28, complete genome",37111,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 2,Humans,Human and other animals,Human papillomavirus 28,Human papillomavirus 28,M7,7638288,Aquiris BXL wastewater 8MAR2024 (Fluid),Fluid,wastewater
X74462.1,7820,1949,40,"0,799217760","6,69664e-01",Human papillomavirus type 3 genomic DNA,10614,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 2,Humans,Human and other animals,Human papillomavirus 3,Human papillomavirus 3,M7,7638288,Aquiris BXL wastewater 8MAR2024 (Fluid),Fluid,wastewater
U31783.1,7959,2343,36,"0,690613400","4,98963e-01","Human papillomavirus type 28, complete genome",37111,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 2,Humans,Human and other animals,Human papillomavirus 28,Human papillomavirus 28,M1,9065164,Aquafin wastewater 24OCT2023 (Fluid),Fluid,wastewater
X74462.1,7820,2928,57,"1,101043000","8,04067e-01",Human papillomavirus type 3 genomic DNA,10614,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 2,Humans,Human and other animals,Human papillomavirus 3,Human papillomavirus 3,M1,9065164,Aquafin wastewater 24OCT2023 (Fluid),Fluid,wastewater
X74465.1,7919,1891,33,"0,626335440","4,59693e-01",Human papillomavirus type 10 genomic DNA,333759,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 2,Humans,Human and other animals,Human papillomavirus type 10,Human papillomavirus type 10,M1,9065164,Aquafin wastewater 24OCT2023 (Fluid),Fluid,wastewater
AF293960.1,7948,1307,16,"0,294306220","3,14548e-01","Human papillomavirus type 84, complete genome",150546,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 3,Humans,Human and other animals,human papillomavirus 84,human papillomavirus 84,M8,6399938,Aquiris BXL wastewater 8MAR2024 (Filtered),Filtered,wastewater
AJ400628.2,7998,1266,21,"0,375382270","3,56745e-01",Human papillomavirus type 87 (candidate) complete genome,120381,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 3,Humans,Human and other animals,human papillomavirus 87,human papillomavirus 87,M3,7360040,Aquafin wastewater 18JAN2024 (Fluid),Fluid,wastewater
AF293960.1,7948,2300,33,"0,641831200","5,05589e-01","Human papillomavirus type 84, complete genome",150546,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 3,Humans,Human and other animals,human papillomavirus 84,human papillomavirus 84,M2,8212182,Aquafin wastewater 8JAN2024 (Fluid),Fluid,wastewater
AJ400628.2,7998,1658,22,"0,419597360","3,60118e-01",Human papillomavirus type 87 (candidate) complete genome,120381,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 3,Humans,Human and other animals,human papillomavirus 87,human papillomavirus 87,M7,7638288,Aquiris BXL wastewater 8MAR2024 (Fluid),Fluid,wastewater
U37537.1,7868,2313,33,"0,653925900","2,22249e-01",Human papillomavirus type 57b complete genome,186160,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 4,Humans,Human and other animals,Human papillomavirus type 57b,Human papillomavirus type 57b,M4,18871642,Aquafin wastewater 22JAN2024 (Fluid),Fluid,wastewater
X74473.1,7823,2824,34,"0,658542930","2,30301e-01",Human papillomavirus type 27 genomic DNA,333752,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 4,Humans,Human and other animals,human papillomavirus 27,human papillomavirus 27,M4,18871642,Aquafin wastewater 22JAN2024 (Fluid),Fluid,wastewater
EF362755.1,7863,1794,22,"0,398029300","4,37178e-01","Human papillomavirus type 2 isolate C1, complete genome",333751,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 4,Humans,Human and other animals,Human papillomavirus type 2,Human papillomavirus type 2,M8,6399938,Aquiris BXL wastewater 8MAR2024 (Filtered),Filtered,wastewater
X74473.1,7823,2535,33,"0,628307040","6,59121e-01",Human papillomavirus type 27 genomic DNA,333752,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 4,Humans,Human and other animals,human papillomavirus 27,human papillomavirus 27,M8,6399938,Aquiris BXL wastewater 8MAR2024 (Filtered),Filtered,wastewater
X74473.1,7823,1298,28,"0,553369000","7,99531e-01",Human papillomavirus type 27 genomic DNA,333752,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 4,Humans,Human and other animals,human papillomavirus 27,human papillomavirus 27,M6,4476610,Aquiris BXL wastewater 8MAR2024 (Solid),Solid,wastewater
U37537.1,7868,1557,15,"0,367064000","2,59028e-01",Human papillomavirus type 57b complete genome,186160,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 4,Humans,Human and other animals,Human papillomavirus type 57b,Human papillomavirus type 57b,M3,7360040,Aquafin wastewater 18JAN2024 (Fluid),Fluid,wastewater
X74473.1,7823,2162,38,"0,708718900","6,59979e-01",Human papillomavirus type 27 genomic DNA,333752,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 4,Humans,Human and other animals,human papillomavirus 27,human papillomavirus 27,M3,7360040,Aquafin wastewater 18JAN2024 (Fluid),Fluid,wastewater
U37537.1,7868,1745,29,"0,527856950","4,48823e-01",Human papillomavirus type 57b complete genome,186160,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 4,Humans,Human and other animals,Human papillomavirus type 57b,Human papillomavirus type 57b,M2,8212182,Aquafin wastewater 8JAN2024 (Fluid),Fluid,wastewater
X74473.1,7823,1882,35,"0,668578150","5,44799e-01",Human papillomavirus type 27 genomic DNA,333752,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 4,Humans,Human and other animals,human papillomavirus 27,human papillomavirus 27,M2,8212182,Aquafin wastewater 8JAN2024 (Fluid),Fluid,wastewater
U37537.1,7868,3413,57,"1,075149000","9,48450e-01",Human papillomavirus type 57b complete genome,186160,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 4,Humans,Human and other animals,Human papillomavirus type 57b,Human papillomavirus type 57b,M7,7638288,Aquiris BXL wastewater 8MAR2024 (Fluid),Fluid,wastewater
